Murders,Robberies,Assaults,Burglaries,Larcenies,Auto_Thefts,Non.Violent,Total_Violent
13.53,6.76,196.13,419.32,3043.42,128.5,3591.24,216.42
0,29.74,165.7,875.25,4520.73,233.68,5629.66,195.44
33.73,867.95,608.39,1622.18,2725.65,2054.24,6402.07,1510.07
8.74,160.24,1431.47,1298.42,3534.98,295.23,5128.63,1600.45
0,46.49,202.87,426.86,2442.84,131.02,3000.72,249.36
3.16,87.33,363.02,878.61,4004.76,550.31,5433.68,453.51
0,13.57,130.63,933.04,3733.86,174.73,4841.63,144.2
26.69,645.25,393.1,1009.28,3069.91,1354.14,5433.33,1065.04
6.06,18.17,160.54,890.53,3586.36,281.7,4758.59,184.77
0,0,126.13,625.39,2354.43,84.09,3063.91,126.13
6.26,12.51,93.86,231.51,431.74,125.14,788.39,112.63
7.53,133.02,378.98,1018.97,2384.3,803.13,4206.4,519.53
0,37.64,225.82,1215.12,3043.17,666.7,4924.99,263.46
3.24,126.31,93.92,684.99,3334.25,429.13,4448.37,223.47
9.59,148.61,359.54,1558.01,3652.92,465,5675.93,517.74
0,45.11,360.9,821.04,3663.1,189.47,4673.61,406.01
3.94,171.95,326.84,1147.24,4293.61,740.32,6181.17,502.73
9.18,181.82,581.02,1168.35,4830.54,998.57,6997.46,772.02
9.97,451.84,578.09,2348.92,7355.73,514.97,10219.62,1039.9
30.67,425.92,541.77,2327.25,5915.22,865.48,9107.95,998.36
15.04,215.51,706.66,2240.26,5598.16,947.23,8785.65,937.21
2.45,68.54,51.41,555.66,2761.19,372.07,3688.92,122.4
4.17,67.68,121.83,865.31,2646.95,723.69,4235.95,193.68
7.74,193.51,621.82,1481.02,2526,433.47,4440.49,823.07
5.05,144.74,94.96,748.01,3397.57,274.11,4419.69,244.75
4.11,82.17,168.45,922.35,4190.63,252.67,5365.65,254.73
0,131.15,349.74,1486.39,2529.35,324.76,4340.5,480.89
14.55,316.57,725.06,1898.95,4456.27,1433.72,7788.94,1056.18
16.68,233.55,589.45,2696.99,5010.29,266.92,7974.2,839.68
0,8.25,41.25,800.2,1286.92,313.48,2400.6,49.5
0,7.29,43.75,167.7,933.28,72.91,1173.89,51.04
16.84,67.34,210.44,530.3,1969.7,1161.62,3661.62,294.62
0,0,62.03,257,691.24,88.62,1036.86,62.03
16.07,935.85,519.72,1078.73,2118.16,3571.94,6768.83,1471.64
4.7,93.97,747.04,967.86,3227.78,267.81,4463.45,845.71
0,18.62,124.12,453.02,1148.07,105.5,1706.59,142.74
0,151.06,318.9,881.17,1544.14,159.45,2584.76,469.96
0,36.16,44.5,734.25,3471.01,130.72,4335.98,80.66
0,61.85,296.86,834.93,1818.29,166.99,2820.21,358.71
9.52,277.8,828.62,2290.62,8197.35,638.14,11126.11,1115.94
4.1,139.51,178.49,1255.62,3504.24,227.73,4987.59,322.1
0,36.61,58.58,292.91,1962.51,1362.04,3617.46,95.19
2.16,41.05,118.83,961.48,4059.81,198.78,5220.07,162.04
0,96.85,106.54,846.79,2985.9,586.66,4419.35,203.39
0,125.23,522.11,1017.24,2240.63,674.31,3932.18,647.34
1.31,15.77,44.69,507.37,3420.13,148.53,4076.03,61.77
4.38,105.1,21.9,337.2,2084.52,140.14,2561.86,131.38
0,8.13,422.66,885.96,2088.92,121.92,3096.8,430.79
0,201.68,256.19,1319.09,4317.02,501.47,6137.58,457.87
0,57.71,681.02,2475.9,2585.56,352.05,5413.51,738.73
4.8,14.41,201.74,379.46,1095.15,206.54,1681.15,220.95
0,8.87,106.47,399.25,2493.12,97.6,2989.97,115.34
21.72,532.15,450.7,2079.71,3893.35,781.93,6754.99,1004.57
0,96.74,87.94,791.49,1336.73,554.04,2682.26,184.68
17.54,233.87,418.04,733.77,4268.13,704.53,5706.43,669.45
0,8.6,85.99,550.35,1040.5,34.4,1625.25,94.59
0,156.05,230.18,1505.9,3731.59,370.62,5608.11,386.23
9.75,895.45,1697.26,3281.37,7163.62,2183.03,12628.02,2602.46
0,64.74,116.54,699.24,3552.31,362.57,4614.12,181.28
0,4.73,118.21,524.85,969.31,89.84,1584,122.94
2.17,80.2,752.19,1554.24,5388.88,312.15,7255.27,834.56
3.22,105.39,498,712.8,1424,376.51,2513.31,606.61
13.86,185.9,681.25,1457.17,4197.17,374.11,6028.45,881.01
0,29.52,44.28,295.18,2191.72,140.21,2627.11,73.8
0,33.57,151.04,344.05,2374.76,67.13,2785.94,184.61
0,3.99,55.87,179.58,2582.01,143.67,2905.26,59.86
0,5.35,0,781.58,3784.8,235.55,4801.93,5.35
0,12.42,155.22,428.41,2216.57,149.01,2793.99,167.64
4.07,4.07,44.78,427.44,1852.23,81.42,2361.09,52.92
0,14.76,23.62,330.7,1886.74,103.34,2320.78,38.38
0,7.05,10.57,461.61,2410.23,126.85,2998.69,17.62
0,217.32,407.47,2179.97,4064.52,336.16,6580.65,624.79
5.73,57.27,147,1011.84,3587.25,414.28,5013.37,210
0,74.12,250.14,546.6,3423.2,602.19,4571.99,324.26
0,14.86,141.21,260.13,1352.66,222.97,1835.76,156.07
0,41.16,435.11,493.91,3451.52,47.04,3992.47,476.27
4.97,116.81,123.02,1153.15,3666.98,364.09,5184.22,244.8
0,102.5,266.5,1585.35,5179.72,218.67,6983.74,369
6.52,312.89,61.93,1443.84,1639.4,762.66,3845.9,381.34
1.93,150.35,404.79,595.62,5354.77,740.18,6690.57,557.07
4.46,71.3,231.74,1537.5,4028.7,129.24,5695.44,307.5
4.75,451.5,346.94,2747.02,4747.87,1268.95,8763.84,803.19
8.16,73.48,187.77,306.15,2028.74,844.97,3179.86,269.41
12.61,502.57,817.66,1740.53,7373.97,1283.52,10398.02,1332.84
4.95,80.8,378.0046049,796.41,1896.22,333.08,3025.71,463.7546049
7.32,10.98,36.61,1021.53,1574.4,47.6,2643.53,54.91
4.81,145.58,1315.05,1534.02,5441.86,308.01,7283.89,1465.44
0,76.22,237.13,685.98,1795.39,389.57,2870.94,313.35
0,5,30.02,370.22,1886.13,195.12,2451.47,35.02
7.59,145.76,1014.23,1291.32,3555.87,842.66,5689.85,1167.58
3.95,55.33,162.05,498,241.1,318.17,1057.27,221.33
0,0,105.41,341.04,1277.36,43.41,1661.81,105.41
0,9.04,18.07,135.55,2476.05,54.22,2665.82,27.11
0,10.55,411.51,432.61,1005.91,87.93,1526.45,422.06
0,107.84,66.36,1003.73,2754.04,423.06,4180.83,174.2
0,93.14,150.45,551.65,1500.93,261.5,2314.08,243.59
0,42.65,494.75,1143.05,4853.71,170.6,6167.36,537.4
0,129.91,270.65,811.95,4454.91,313.95,5580.81,400.56
0,70.49,8.29,796.12,1637.85,107.81,2541.78,78.78
21.11,200.58,404.69,2364.78,4490.27,478.59,7333.64,626.38
15.2,111.46,567.43,841.02,4194.95,258.38,5294.35,694.09
3.71,22.27,107.62,293.18,2968.9,66.8,3328.88,133.6
5.46,27.32,349.75,819.72,1639.43,459.04,2918.19,382.53
0,6.54,0,362.73,2993.37,199.34,3555.44,6.54
0,131.2,455,898.84,1789.3,427.09,3115.23,586.2
0,0,103.76,396.19,2028.11,122.63,2546.93,103.76
7.25,145.03,416.95,986.19,4923.68,427.83,6337.7,569.23
0,101.77,230.33,530.29,3331.73,208.9,4070.92,332.1
25.93,354.36,1823.68,1685.39,5747.62,397.58,7830.59,2203.97
5.2,34.68,88.44,808.13,3544.67,143.94,4496.74,128.32
0,39.46,123.3,438.96,3926.02,276.2,4641.18,162.76
8.82,176.32,969.76,2530.19,6470.95,502.51,9503.65,1154.9
34.59,449.66,1146.89,2301.07,6326.12,522.47,9149.66,1631.14
14.99,161.12,550.81,3327.34,6493.56,685.7,10506.6,726.92
0,89.29,108.43,401.81,2136.62,542.13,3080.56,197.72
0,7.37,58.98,508.74,1341.89,88.48,1939.11,66.35
5.07,40.58,273.93,471.77,1181.96,446.41,2100.14,319.58
0,18.85,18.85,364.39,653.39,12.57,1030.35,37.7
7.28,0,218.52,983.32,2563.92,116.54,3663.78,225.8
10.13,75.96,151.92,625.41,2438.35,273.46,3337.22,238.01
5.38,107.63,360.55,1216.2,4735.64,551.59,6503.43,473.56
0,102.36,119.02,549.9,2709.01,307.08,3565.99,221.38
13,151.62,307.57,688.79,1308.27,311.9,2308.96,472.19
9.95,350.57,816.76,1358.78,7982.35,432.62,9773.75,1177.28
0,34.31,161.73,357.77,1514.41,151.93,2024.11,196.04
0,56.57,169.7,1090.91,2084.85,218.18,3393.94,226.27
0,18.72,52.42,460.57,1190.74,78.63,1729.94,71.14
1.11,62.28,567.21,371.47,786.32,466.01,1623.8,630.6
11.94,103.49,234.84,1273.73,4163.52,374.16,5811.41,350.27
0,12.18,219.31,1017.36,3740.48,310.69,5068.53,231.49
6.88,750.28,1211.45,1507.43,2371.28,1479.9,5358.61,1968.61
0,54.87,212.16,764.5,5772.19,471.87,7008.56,267.03
5.48,54.79,279.42,706.77,2531.23,104.1,3342.1,339.69
0,49.32,152.44,1067.07,2909.79,179.34,4156.2,201.76
0,124.89,151.38,985.85,3256.51,883.67,5126.03,276.27
0,15.62,23.42,242.04,3372.89,203,3817.93,39.04
0,28.47,104.39,170.83,1717.76,104.39,1992.98,132.86
16.49,199.5,280.29,2268.72,4225.82,806.25,7300.79,496.28
0,8.27,82.73,860.43,4748.9,198.56,5807.89,91
13.61,65.32,261.29,1709.26,2435.97,487.19,4632.42,340.22
0,54.98,620.48,1508.01,3722.9,102.1,5333.01,675.46
16.53,337.15,502.41,2614.53,4819.2,1338.67,8772.4,856.09
